English,Danish
"Just like the previous report, this extremely competent and precise analysis, the recommendations it supports and your own comments, ladies and gentlemen, shall prove useful to the Commission in general and to the Commissioner responsible for regional policy in particular at this time when we are involved with the programming of appropriations for 2000-2006.","Som det var tilfældet med den foregående betænkning, vil denne meget kompetente og præcise analyse samt de henstillinger, den indeholder, og Deres bemærkninger, mine damer og herrer, være til hjælp for Kommissionen i almindelighed og især for den kommissær, der har ansvaret for regionalpolitikken på et tidspunkt, hvor vi indleder programmeringen af bevillingerne for 2000-2006."
"I should also like to make a few comments, firstly, Mr Berend, regarding the assessment you have made of this sixth periodic report.","Det er min tur til at fremsætte nogle bemærkninger, først og fremmest om Deres bedømmelse, hr. ordfører, af denne sjette periodiske rapport."
"You pointed out the quality of the report and you even wrote, if I am not mistaken, that it marked a real improvement in comparison with previous reports.","De har fremhævet kvaliteten heraf, og De har selv skrevet, hvis jeg ikke tager fejl, at i forhold til den foregående rapport viste den en sand forbedring."
"On behalf of all the officials of the Commission and my predecessor, Mrs Wulf-Mathies, I must inform you that we were very alert to the evaluation made by this House and by yourself.","På vegne af alle Kommissionens funktionærer og min forgænger fru Wulf-Mathies vil jeg gerne sige, at vi har været meget spændt på Europa-Parlamentets og Deres vurdering."
"The Commission was certainly very anxious to ensure, Mr Berend, that this sixth periodic report should show that progress had been made and a threshold crossed in terms of the quality of the analysis submitted to you.","Det er sandt, hr. Berend, at Kommissionen tillægger det særlig betydning, at denne sjette periodiske rapport gør det muligt at konstatere en indsats og en klar kvalitetsmæssig forbedring med hensyn til den analyse, der er foreslået Dem."
"I am thinking in particular of the contents of chapter 2.1 of this report, where the Commission examined in greater detail the economic definitions of regional competitiveness and attempted to analyse the extent to which this competitiveness may be supported, improved and influenced by factors which some of you - Mr Markov, just now, and Mrs Raschhofer - stressed very forcefully.","Jeg tænker navnlig på indholdet i kapitel 2.1 i rapporten, hvor Kommissionen mere omhyggeligt har undersøgt de økonomiske definitioner i forbindelse med den regionale konkurrencedygtighed og har forsøgt at analysere, i hvilken udstrækning denne konkurrencedygtighed skal støttes, forbedres og påvirkes af de faktorer, som nogle af Dem, bl.a. hr. Markov for et øjeblik siden eller fru Raschhofer, kraftigt har understreget."
"I am thinking of technological research and development, infrastructure provision and quality, human resources potential, small and medium-sized businesses and direct investment from abroad.","Jeg tænker på den teknologiske forskning og udvikling, på bevillingerne til eller kvaliteten af infrastrukturen, på de menneskelige ressourcers potentiale, på små og mellemstore virksomheder og på den direkte investering i udlandet."
So much for the quality.,Dette er kvalitet.
"I do not wish to spend time right now, Mr Berend, going into details regarding my opinion of the general points which your House has already endorsed.","Jeg vil ikke komme nærmere ind på min opfattelse af disse generelle punkter, som Europa-Parlamentet allerede har godkendt."
"Let me just itemise them: the first point concerns the usefulness of the conclusions of this report in drawing up the priorities of the new regional policy, particularly for the negotiation of programming documents with the Member States.","Jeg vil blot nævne dem meget kort: Det første vedrører anvendeligheden af konklusionerne i denne rapport med henblik på at udarbejde prioriteter for den nye regionalpolitik, navnlig i forbindelse med forhandlingen med medlemsstaterne om programmeringsdokumenterne."
"Secondly, partnership, a subject which a number of you stressed, the role of local and regional authorities, the private sector, both sides of industry, associations and local community action groups.","For det andet partnerskabet, som flere blandt Dem har fremhævet, de lokale og regionale myndigheders rolle, den private sektor, arbejdsmarkedet parter, foreningssektoren og lokalsamfundene."
"Regarding this problem of partnership, I shall be extremely attentive to ensuring that the terms of the Structural Funds regulations are applied properly.",Jeg vil være yderst opmærksom på den korrekte anvendelse af bestemmelserne i den generelle forordning om strukturfondene med hensyn til dette problem om partnerskaber.
"Thirdly, the need to develop the employment side of growth, even though I am aware, as Mr van Dam just said, that the prime responsibility is that of the Member States, and that, when we speak of the responsibility of Member States, and indeed of the usefulness or effectiveness of this regional policy, we must clearly establish what sort of period we are working in.","Det tredje punkt er behovet for at udvikle indholdet ved brug af væksten, selvom jeg godt ved, hr. van Dam sagde det lige før, at medlemsstaterne har det største ansvar, og at man, når man taler om ansvar hos medlemsstaterne - eller i øvrigt om anvendelsen eller effektiviteten af regionalpolitik - skal tage hensyn til den periode, vi befinder os i."
Mr Fruteau stated just now that the fruits of growth were distributed inequitably.,"Lige før erklærede hr. Fruteau, at afkastet fra væksten er ulige delt."
"Mr Fruteau, we at least need to recognise that there is growth, and that we are not working in a period of stagnation or recession, as has been the case in the past.","Det er dog nødvendigt, hr. parlamentsmedlem, at der er en vækst, og at man ikke på globalt plan befinder sig i en periode med stagnation eller tilbagegang, som det har været tilfældet tidligere."
You will tell me that situations of growth or shortage do not affect everyone alike.,"De mener ikke, at væksten eller nøden er ligeligt fordelt."
I agree with your analysis.,Jeg er enig i Deres analyse.
"When there is growth, it must be better distributed, but a matter that is even more difficult and which more seriously affects the regions handicapped by their remoteness, be they the most remote or island regions, is the lack of growth which generally characterised the last two decades.","Når der er vækst, skal den fordeles bedre, men det, der er endnu mere vanskeligt, og som i endnu højere grad rammer de regioner, der har problemer på grund af deres afsides beliggenhed eller beliggenhed i Fællesskabets yderste periferi eller øregioner, er den manglende vækst gennem de seneste to årtier på globalt niveau."
"Fourthly, a point which Mrs Hedkvist Petersen stressed just now, the promotion of an equal opportunities policy for women and young people.","Det fjerde punkt, som fru Hedkvist Petersen for et øjeblik siden understregede, drejer sig om en politik til fremme af lige chancer for mænd og kvinder og for de unge."
"Fifthly, the importance and role of small and medium-sized businesses.","Det femte punkt drejer sig om de små og mellemstore virksomheders roller og betydning, hr."
Mr Vatanen expressed this most forcefully just now.,Vatanen sagde dette med stor overbevisning for et øjeblik siden.
"Finally, the positive effects on national administrations of the system of management of the Structural Funds, the motives of officials in managing these funds, even if it is occasionally complicated, and the importance of once again making improvements to the procedures for the evaluation, follow-up and supervision of the Commission.","Til sidst de positive effekter for den nationale administration i forbindelse med forvaltningen af strukturfondene, funktionærernes bevæggrunde i forbindelse med forvaltningen af disse fonde, selvom det nogle gange er svært, og det vigtige i igen at forbedre Kommissionens vurderingsprocedurer og kontrolprocedurer."
"In relation to this, I must inform the European Parliament of my intention to organise halfway through the year 2000 a seminar with national and regional authorities on this question of the evaluation of procedures for the exchange of good practice in the management of Structural Funds.",Jeg informerer i denne forbindelse Europa-Parlamentet om min hensigt om at organisere et seminar i midten af 2000 med deltagelse af de nationale og regionale myndigheder om vurdering af procedurerne til udveksling af god praksis inden for forvaltningen af strukturfondene.
I should like to mention a few specific points.,Jeg vil gerne nævne nogle specifikke punkter.
"Mr Berend, you expressed a wish that zoning should be implemented quickly.","Hr. Berend, De har ønsket, at planen over støtteområder udarbejdes hurtigst muligt."
"Well, we are coming to an end of the zoning phase.",Vi er ved at være færdige med denne opdeling.
"Tomorrow, the Commission is to decide on the matter for four more countries and very soon, I hope, it will be Italy' s turn.","I morgen træffer Kommissionen afgørelse med hensyn til fire nye lande, og turen vil meget snart - håber jeg - komme til Italien."
"You may therefore be satisfied on this point, since zoning will have been completed for all the countries affected by Objective 2.","Deres ønsker på dette punkt vil således blive opfyldt, eftersom alle landene under mål 2 vil blive inddelt i områder."
"Regarding the informal economy you mention in your report, I am well aware that the analysis and production of statistics on this subject are dependent on the reliability of data and, as Mr Cocilovo mentioned, there is clearly a problem with the reliability of this data.","Med hensyn til den undergrundsøkonomi, som De henviser til i Deres betænkning, ved jeg godt, at analysen og udarbejdelsen af statistikken i denne forbindelse er afhængig af oplysningernes troværdighed, og som hr. Cocilovo har nævnt, er der et troværdighedsproblem med hensyn til oplysningerne."
"To a certain extent, they are taken into account in the statistics on GDP and labour force surveys and, in any case, I wish to point out the efforts which Eurostat is making and shall continue to make in order to improve the quality of the statistics.","I en vis udstrækning tages de igen i betragtning i statistikkerne om BNP, undersøgelserne om arbejdsstyrken, og under alle omstændigheder vil jeg gerne understrege, at Eurostat forbedrer og fortsat vil forbedre statistikkernes kvalitet."
"Mr Berend, you also mentioned, as did Mr Aparicio Sánchez, the lack of reform in the fisheries sector.","De nævnte ligeledes, hr. Berend, i lighed med hr."
"On this point which is of personal interest to me, let me remind you that the small scale of this sector - and this does not necessarily mean that it is an insignificant area - and its concentration in a limited number of regions do not make it easy to analyse in a regional context.","Aparicio Sánchez, den manglende reform af fiskerisektoren. Med hensyn til dette punkt, som interesserer mig personligt, vil jeg gerne minde om, at sektorens ringe omfang - hvilket ikke betyder, at den er ubetydelig - og det faktum, at den er koncentreret i meget få regioner, ikke letter en regional analyse."
"This type of sectoral analysis pertains rather to the practice and competence of the Directorate General for Fisheries, under Commissioner Fischler.","Denne form for sektoranalyse henhører snarere under generaldirektoratet for fiskeri, som min kollega hr. Fischler er ansvarlig for."
"Nonetheless, I must assure you that the Commission will make every effort to include an analysis of this type in the second report on cohesion which, no doubt, will respond better to these concerns.","Dog vil jeg gerne forsikre Dem om, at Kommissionen vil gøre alt for at medtage en sådan analyse i den 2. rapport om samhørighed, som uden tvivl vil omhandle disse bekymringer."
"Several of you mentioned points which must be included in the second report on cohesion, and your rapporteur mentioned some of these.","Der er flere blandt Dem, der har nævnt disse punkter, som skal medtages i den 2. rapport om samhørighed, og Deres ordfører har nævnt nogle af disse punkter."
"I wish to assure you, firstly, that the merging of the periodic reports and the report on cohesion should not entail any loss of information or loss of interest as regards the content of the report on cohesion which is, as far as I am concerned, Mr Berend, an extremely important instrument, not only to provide information on what has been achieved in a transparent and rigorous manner, so that future guidelines may be examined or evaluated, but also to create a public debate involving the citizens of Europe and, furthermore, with the elected representatives, i.e. yourselves, on the subject of this regional policy and what might one day be a European regional planning policy.","Jeg vil allerførst forsikre Dem om, at sammenlægningen af de periodiske rapporter om samhørighed ikke burde medføre tab af informationer eller en reduceret interesse for indholdet i denne rapport om samhørighed, som for mig, hr. ordfører, er et yderst vigtigt instrument, ikke blot med henblik på at blive klar over, hvad der er gjort, og dette skal der gøres rede for på en omhyggelig og gennemsigtig måde, således at man kan undersøge eller vurdere de kommende retningslinjer, men også for at skabe en offentlig debat med borgerne og derudover med de folkevalgte som Dem selv om denne regionalpolitik og om det, der en dag kunne blive en europæisk politik for fysisk planlægning."
"In any event, I have taken note of your wish to see the following points included in the report: the definition, compilation and analysis of representative indicators for the region and for all the countries of Central and Eastern Europe; a chapter on the islands and most remote regions which several of you mentioned, particularly Mrs Sudre and Mr Fruteau; analyses on the competitiveness of the regions in the countries of Central and Eastern Europe.","Under alle omstændigheder har jeg noteret mig Deres ønske om at tilføje følgende punkter til betænkningen: en definition, indsamling og analyse af repræsentative indikatorer, især på regionalt plan og for de central- og østeuropæiske landes vedkommende, et afsnit om øregioner og regioner i Fællesskabets yderste periferi, som flere blandt Dem har nævnt, bl.a. fru Sudre og hr."
"This will constitute a great challenge to us all, for you and for the Commission, in the next few years. And finally, there are the cross-border aspects.","Fruteau, analyser om regionernes konkurrencedygtighed for landene i Central- og Østeuropa - det vil være den store udfordring for os, for Dem og for Kommissionen i de kommende år - og endelig de grænseoverskridende aspekter."
I shall endeavour to comply with your recommendations on all these points.,På alle disse punkter vil jeg gøre mit bedste for at følge Deres anbefalinger.
"Finally, I should like to mention a few political conclusions which you are, in any case, familiar with, but whose main elements I should like to reiterate.","Endelig vil jeg nævne nogle politiske konklusioner, som De i øvrigt kender, men som jeg vil minde om de vigtigste elementer i."
"Ladies and gentlemen, considerable progress has been made on the road to real convergence, particularly for the four cohesion countries, but also frankly, Mr Pohjamo, for the Objective 2 regions which had suffered some delays in terms of development, especially regarding infrastructure.","Mine damer og herrer, der er gjort betydelige fremskridt på vejen mod egentlig konvergens, navnlig for de fire samhørighedslande, men også, hr. Pohjamo, jeg siger dette lige ud, for regionerne i mål 2, som har indhentet visse forsinkelser i deres udvikling, navnlig hvad angår infrastrukturen."
This is my first point regarding the policy.,Dette er det første politiske punkt.
"My second point regarding the policy is as follows: the Structural Funds have made, and continue to make, a significant contribution to the convergence process.","Det andet politiske punkt er, at strukturfondene har været og fortsat vil være et betydeligt bidrag til tilnærmelsesprocessen."
"All the macroeconomic models we are working on show that, over the last decade, more than one third of the convergence achieved in the regions whose development is lagging behind would not have taken place without the Structural Funds.","Alle de makroøkonomiske modeller, som vi arbejder på, viser med hensyn til det sidste årti, at mere end en tredjedel af den opnåede konvergens i de regioner, der er bagud, ikke ville have fundet sted, hvis der ikke havde været strukturfonde. Dog har jeg bemærket, især hvad angår regionerne i Fællesskabets yderste periferi, fru Sudre, hr."
"I have, however, taken note, particularly with regard to the most remote regions, Mrs Sudre, Mr Fruteau, and Mr Nogueira Román too, that your observation is that there is still much to do - and this is my third point regarding the policy - in terms of improving employment take-up aspects, the fight against social exclusion, which is particularly serious and intolerable in many of our regions, and the integration of women and young people into the labour market.","Fruteau, eller endda hr. Nogueira Román, at De konstaterer, at vi fortsat har et stort arbejde foran os - og dette er mit tredje punkt - med henblik på at forbedre beskæftigelsen og at bekæmpe social udstødelse, der er særlig alvorlig og uacceptabel i mange af vores regioner, og med henblik på kvinders og de unges integration på arbejdsmarkedet."
"Now to my fourth point regarding the policy; enlargement of the Union, the great political and humanist project of the coming years for our institutions, the major challenge, too, for the European policy on cohesion, a point which Mr van Dam highlighted.","Det fjerde politiske punkt er Unionens udvidelse. Vores institutioners store politiske og humanistiske projekt i de kommende år er ligeledes en stor udfordring for samarbejdspolitikken i Europa - et punkt, som hr. van Dam har understreget."
I shall say that something is already taking shape in Berlin and in the financial instruments available to us which may be a policy on cohesion for the first countries who are going to join us.,"Jeg mener, at vi allerede i Berlin og med de finansielle redskaber, der er til vores rådighed, ser omridset af en samarbejdspolitik for de første lande, der vil slutte sig til os."
"I am thinking in particular of the pre-accession structural instrument, which I shall be responsible for implementing in the next few weeks.","Jeg tænker bl.a. på ISPA, hvis iværksættelse jeg har ansvaret for i de kommende uger."
"You see, ladies and gentlemen, we have only just initiated the new programming and we are already considering together the impact of the Union' s enlargement on our structural policy.","Som De kan se, mine damer og herrer, er vores nye programmering næppe gennemført, før vi sammen gør os overvejelser om indvirkningen af Unionens udvidelse på vores strukturpolitik."
"This sixth periodic report which you assessed as positive on the whole, Mr Berend, is a good basis for our thinking, for us all and for myself.","Denne sjette rapport, som De stort set har afgivet en positiv bedømmelse af, hr. Berend, udgør for os - for mig - et godt grundlag for overvejelse."
"I should therefore like to thank you most sincerely for your contribution to the thinking which we are already engaged in with regard to the forthcoming guidelines, as well as for the proper application of the guidelines for the period 2000-2006.","Jeg vil gerne takke Dem inderligt for Deres bidrag til den diskussion, vi har indledt om de næste retningslinjer samt om en fornuftig anvendelse af retningslinjerne for perioden 2000-2006."
"Thank you very much, Commissioner.","Mange tak, hr. kommissær."
The debate is closed.,Forhandlingen er afsluttet.
The vote will take place tomorrow at 12 p.m.,Afstemningen finder sted i morgen kl. 12.00.
(The sitting was closed at 8.25 p.m.),(Mødet hævet kl. 20.25)
Adoption of the Minutes of the previous sitting,Godkendelse af protokollen fra foregående møde
The Minutes of yesterday' s sitting have been distributed.,Protokollen fra mødet i går er omdelt.
Are there any comments?,"Hvis ingen gør indsigelse, betragter jeg den som godkendt."
"Mr President, I respond to an invitation yesterday afternoon by the President of the House to speak on behalf of my group on a matter referred to in the Minutes.",". (EN) Hr. formand, jeg reagerer på en opfordring, som Parlamentets formand kom med i går eftermiddag, om at jeg skulle tage ordet vedrørende et spørgsmål, som omtales i protokollen."
I refer to item 11 on the order of business.,Jeg henviser til dagsordenens punkt 11.
"Firstly, I believe the issue raised by the President of the Socialist Group yesterday about the reinstatement of the debate with the President of the Commission on the five-year strategic programme was sufficiently important for other speakers who wished to comment briefly on that matter to have been accommodated.","For det første mener jeg, at det spørgsmål, formanden for Den Socialdemokratiske Gruppe tog op i går vedrørende en genindførelse af drøftelsen med Kommissionens formand om det femårige strategiske program, var tilstrækkelig vigtigt til, at andre talere, som ønskede at knytte en kort kommentar til spørgsmålet, skulle have denne mulighed."
I wish to express that view even if I respectfully disagreed and voted against the proposal of the President of the Socialist Group.,"Jeg vil gerne give udtryk for dette synspunkt, selvom jeg respektfuldt erklærede mig uenig og stemte imod forslaget fra Den Socialdemokratiske Gruppes formand."
"The second point I would like to make - and which I would have wished to make yesterday before the vote - is that this Parliament, as other speakers remarked yesterday, can only really have an effect if it works in close cooperation and synergy with the European Commission.","Den anden ting, jeg godt vil tage op - og som jeg gerne ville have taget op forud for afstemningen i går - er, at Parlamentet, som andre talere var inde på i går, kun kan få gennemslagskraft, hvis det arbejder tæt sammen med og i tæt synergi med Europa-Kommissionen."
"We should also have the humility to recognise that, if we wanted to have a strategic debate accompanied not just by a presentation and elucidation by the President of the Commission, but also by a five-year programme, we should have the mechanisms in place more than just a week in advance of the debate in this House, so as to be able to discuss and convey in due time to the Commission what our wishes were.","Vi bør også vise ydmyghed og erkende, at hvis vi ønsker en strategisk drøftelse, der ikke kun er ledsaget af en præsentation og en redegørelse fra Kommissionens formand, men også af et femårigt program, må vi have mekanismerne på plads tidligere end en uge før forhandlingen her i Parlamentet, så vi får mulighed for at drøfte dette og viderebringe vores ønsker til Kommissionen i god tid."
There is one basic lesson I would like us to learn from this.,"En grundlæggende ting vil jeg gerne have, at vi lærer af dette."
"When there are major set-piece debates scheduled between this House and the European Commission in the future, we should clear all of our lines on what are our mutual expectations at least one full working month in advance.","Når der er planlagt væsentlige forhandlinger mellem Parlamentet og Europa-Kommissionen, skal vi have afklaret vores gensidige forventninger mindst en hel arbejdsmåned forud."
There needs firstly to be clarity between all of the groups of this House and then between this House and the Commission.,Der skal først skabes klarhed mellem grupperne i Parlamentet og dernæst mellem Parlamentet og Kommissionen.
We should not find ourselves late in the day in the unfortunate position where the one or other institution creates an unnecessary fracture in institutional relationships.,"Vi må ikke på et sent tidspunkt stå i den uheldige situation, at den ene eller den anden institution fremkalder et unødvendigt brud i forholdet mellem institutionerne."
"Looking at some of the press reports of last Friday, I believe that the Commission and its President exercised commendable self-restraint in the way they commented publicly.","Når man kigger på nogle af presserapporterne fra sidste fredag, mener jeg, at Kommissionen og dens formand udviste en prisværdig selvbeherskelse i deres offentlige kommentarer."
That is something for which I have a deep appreciation.,Det sætter jeg meget stor pris på.
I hope that we will learn the lessons and not repeat this unnecessary exercise which I believe was founded on a misapprehension as to what was expected rather than any bad faith on the part of either of the two institutions.,"Jeg håber, at vi vil tage ved lære og ikke få en gentagelse af denne uheldige situation, som efter min mening skyldtes misforståede forventninger snarere end ond tro hos den ene eller anden institution."
It should not be dramatised into something more than that.,Det skal ikke blæses op til mere end det.
"Thank you very much, Mr Cox.","Mange tak, hr."
I understand what you are saying.,"Cox, jeg forstår, hvad De mener."
We have taken note of this.,Vi har taget det til efterretning.
"Mr President, concerning item 11 of the Minutes on the order of business, we agreed yesterday to have the Bourlanges report on today's agenda.","Hr. formand, vedrørende punkt 11 i protokollen om arbejdsprogrammet blev vi i går enige om, at Bourlanges-betænkningen skulle på dagsordenen i dag."
"However, it was withdrawn from the Committee on Budgets last night without being discussed or voted on.",Den blev imidlertid trukket tilbage af Budgetudvalget i går aftes uden at være blevet drøftet eller have været til afstemning.
It therefore needs to be withdrawn from today's agenda.,Den bør derfor tages af dagsordenen for i dag.
"Mr Wynn, that makes sense.","Hr. Wynn, det er logisk."
The report is hereby withdrawn from the agenda.,Betænkningen er således taget af dagsordenen.
"Mr President, regarding Mrs Lynne's comments yesterday about health and safety in this building, I presume she was talking about the drains because there is a dreadful smell of drains on the fifth floor in the Tower.","Hr. formand, vedrørende fru Lynnes bemærkninger fra i går om arbejdsmiljøet i denne bygning. Jeg formoder, at hun talte om afløbene, for der er en forfærdelig kloaklugt på femte sal i tårnet."
This needs to be looked into because it is clearly an indication that something is seriously wrong.,"Det skal undersøges, for det er helt klart et tegn på, at der er noget alvorligt galt."
"I do not want to drag up the issue of this building endlessly, but this is a serious problem.","Jeg ønsker ikke at tage spørgsmålet om denne bygning op i tide og utide, men det er et alvorligt problem."
"Mrs Ahern, we have taken note of this.","Fru Ahern, vi har taget det til efterretning."
"I would ask you to bring this specific case, which has to do with the ventilators on a particular floor, to the attention of the Quaestors, who are, in fact, responsible for the matter.","Jeg vil gerne anmode Dem om at rette denne særlige sag, som vedrører ventilatorerne på en bestemt etage, til kvæstorerne, fordi de egentlig er ansvarlige herfor."
"We will also pass this on to our services, however.",Vi vil dog også videregive det til vores tjenester.
Thank you very much.,Mange tak!
(The Minutes were approved),(Protokollen godkendtes)
Reform of European competition policy,Reform af den europæiske konkurrencepolitik
The next item is the joint debate on the following reports:,Næste punkt på dagsordenen er forhandling under ét om følgende betænkninger:
"A5-0069/1999 by Mr von Wogau, on behalf of the Committee on Economic and Monetary Affairs, on the Commission White Paper on modernisation of the rules implementing Articles 85 and 86 of the EC Treaty [COM(1999) 101 - C5-0105/1999 - 1999/2108(COS)];",A5-0069/1999 af von Wogau for Udvalget om Økonomi og Valutaspørgsmål om Kommissionens hvidbog om modernisering af gennemførelsesbestemmelserne til EF-traktatens artikel 85 og 86 (KOM(1999) 101 - C5-0105/1999 - 1999/2108(COS));
"A5-0078/1999 by Mr Rapkay, on behalf of the Committee on Economic and Monetary Affairs, on the European Commission' s XXVIIIth Report on Competition Policy 1998 [SEK(1999) 743 - C5-0121/1999 - 1999/2124(COS)];",A5-0078/1999 af Rapkay for Udvalget om Økonomi og Valutaspørgsmål om Kommissionens XXVIII-beretning om konkurrencepolitikken (1998) (SEK(1999) 743 - C5-0121/1999 - 1999/2124(COS));
"A5-0087/1999 by Mr Jonckheer, on behalf of the Committee on Economic and Monetary Affairs, on the seventh survey on state aid in the European Union in the manufacturing and certain other sectors. [COM(1999) 148 - C5-0107/1999 - 1999/2110(COS)] (Report 1995-1997);",A5-0087/1999 af Jonckheer for Udvalget om Økonomi og Valutaspørgsmål om syvende oversigt over statsstøtte i Den Europæiske Union inden for fremstillingsvirksomhed og visse andre sektorer (KOM(1999) 148 - C5-0107/1999 - 1999/2110(COS));
"A5-0073/1999 by Mr Langen, on behalf of the Committee on Economic and Monetary Affairs, on the Commission Report on the implementation in 1998 of Commission Decision No. 2496/96/ECSC of 18 December 1996 establishing Community rules for State aid to the steel industry (Steel Aid Code).",A5-0073/1999 af Langen for Udvalget om Økonomi og Valutaspørgsmål om rapport fra Kommissionen om gennemførelsen af beslutning nr. 2496/96/EKSF af 18. december 1996 om fællesskabsregler for støtte til jern- og stålindustrien (stålstøttereglerne) i 1998 (KOM(1999) 094 - C5-0104/1999 - 1999/2107(COS)).
[COM(1999) 94 - C5-0104/1999 - 1999/2107(COS)].,
"Mr President, Commissioner, today we are engaged in an important debate about the European Union' s competition policy.","Hr. formand, hr. kommissær, kære kolleger, vi fører i dag en vigtig debat om Den Europæiske Unions konkurrencepolitik."
"We are debating a highly controversial modernisation proposal for European monopolies law, that is Mr von Wogau' s report, and it is far more controversial than the vote in the Committee on Economic and Monetary Affairs may have given us reason to believe.","Vi debatterer et meget omdiskuteret moderniseringsprojekt inden for europæisk kartelret, nemlig betænkningen af von Wogau, og det er meget mere omdiskuteret, end det måske er fremgået af afstemningen i Økonomiudvalget."
"I want to make it quite clear that in this specific case I personally consider the Commission' s proposal to be wrong and feel that it remains to be seen as to whether we are truly justified in using the term ""modernisation"" to describe the content of Articles 81 and 82 of the White Paper, or whether in this case it would be more appropriate to use the expression ""retrograde step"" .","Jeg vil absolut sige, at jeg i dette tilfælde personligt anser Kommissionens forslag for forkert, at det må vise sig, om begrebet modernisering virkelig er retfærdigt, hvad angår hvidbogens indhold i forbindelse med artikel 81 og 82, eller om tilbageskridt i dette tilfælde ikke snarere ville være et mere velegnet begreb."
"However, we are also discussing the aid report today and the general competition report for 1998, and my contribution to this joint debate relates to the latter.","Vi taler i dag dog også om støtteberetningen og den generelle konkurrenceberetning for 1998, hvor min del af forhandlingen under ét vedrører det sidste område."
"But, of course, both the competition report and the aid report share common ground in this White Paper.",Men begge beretninger - konkurrenceberetningen og støtteberetningen - har selvfølgelig også en fælles basis i denne hvidbog.
It is all about the need for modernisation and the future viability of the European competition policy.,"Det handler om kravet om modernisering, om den europæiske konkurrencepolitiks evne til at overleve i fremtiden."
"On reading both Commission documents, one learns that 1998 was the year in which the modernisation proposals introduced in 1997 were pursued and even partially completed, which is something our own ongoing parliamentary work has taught us.","Læser man de to dokumenter fra Kommissionen, var 1998 et år, hvor moderniseringsprojekterne, der blev indledt i 1997, blev videreført og til dels afsluttet, det ved vi selv fra vores løbende parlamentariske arbejde."
"Allow me to make two fundamental comments at this juncture. As the competent authority, the Commission, with its logically consistent approach, has again and again served the cause of freedom of competition, not always to the delight of the Member States or enterprises concerned.","Lad mig komme med to grundlæggende bemærkninger i denne forbindelse: Kommissionen som kompetent myndighed har med sin konsekvente holdning igen og igen gjort sig fortjent af konkurrencefriheden, dog ikke altid til glæde for de berørte medlemslande eller virksomheder."
It should continue along this path.,Den bør fortsætte ad denne vej.
"But, Commissioner, none of this is to become less complicated in future - one only has to think of the challenges posed by the enlargement of the Union, the deepening of the internal market, technological progress, globalisation.","Men, hr. kommissær, det bliver alt sammen ikke mindre kompliceret i fremtiden - jeg kan huske udfordringen med Unionens udvidelse, uddybelsen af det indre marked, den teknologiske udvikling, globaliseringen."
"Indeed, it is not just about modernisation of Community law, more than anything it is about transparency of decisions taken in individual cases, about the possibility of decisions actually being able to implement decisions, for the European competition policy will be dependent on the population' s acceptance, together with that of the political bodies and enterprises concerned.","Det drejer sig jo ikke kun om moderniseringen af fællesskabsretten, det drejer sig mere end nogensinde om gennemskueligheden af afgørelser i enkelte tilfælde, om muligheden for at kunne forstå beslutninger, for den europæiske konkurrencepolitik vil være henvist til at blive accepteret hos befolkningen og de berørte politiske instanser og de berørte virksomheder."
"Only, without transparency there will be no acceptance, indeed there can be no modernisation without transparency.","Men - uden gennemskuelighed, ingen accept, og så heller ingen modernisering uden gennemskuelighed."
"The competition report 1998 is not a bad foundation for this but, in fact, there is nothing that could not be further improved upon.","Konkurrenceberetningen for 1998 er ikke noget dårligt grundlag, men der findes jo ikke noget, som ikke kan gøres endnu bedre."
"Our motion will give you a great deal of food for thought, Commissioner, but there is one point that I would just like to go into now. Transparency and accountability belong together.","Vi vil give Dem, hr. kommissær, en række opfordringer med vores beslutning med på vejen, men jeg vil gerne komme ind på et delaspekt allerede nu: Gennemskuelighed og forpligtelse til at aflægge regnskab hører sammen."
I do not wish to call the distribution of competences between the Commission and Parliament into question.,Jeg vil ikke rokke ved kompetencefordelingen mellem Kommissionen og Parlamentet.
"The Commission is the executive and Parliament ought to have no desire whatsoever to take on this role, for the sake of its own independence; but Parliament is a supervisory body, and what better forum could there be in which to expound the reasoning behind one' s decisions than a democratically-elected Parliament, indeed an ongoing parliamentary discussion?","Kommissionen er den udøvende myndighed, og Parlamentet bør af hensyn til sin egen uafhængighed heller ikke ønske at være det, men Parlamentet er kontrolorganet, og hvor kan man bedre fremlægge sine bevæggrunde for beslutninger end i det demokratisk valgte Parlament, og det i en permanent, parlamentarisk diskurs?"
"Here too we should continue along the path we have chosen, strengthening and intensifying it.","Også her bør vi fortsætte ad den vej, vi er begyndt på, gøre den permanent og intensivere den."
There is one thing I would like to make quite clear though.,Én ting vil jeg dog gerne understrege: Parlamentet er lovgiver.
"Parliament is a legislative body, but the fact that we have no more than the right of consultation in matters of competition law, of all things, is truly scandalous.","At vi imidlertid kun har høringsret netop i forbindelse med konkurrencelovgivningen, det er faktisk en skandale!"
"Therefore, I would urge the Council and the Intergovernmental Conference to introduce the codecision procedure into legislation in this area.",Her stilles der krav til Rådet og regeringskonferencen om at indføre proceduren med fælles beslutningstagning i forbindelse med konkurrencelovgivningen.
"I expect the Commission to exploit every available opportunity for parliamentary cooperation and to involve Parliament in doubtful cases, even given the Treaty status quo.","Af Kommissionen forventer jeg, at alle muligheder for parlamentarisk medvirken udnyttes til yderste konsekvens, idet der er tvivl om Parlamentets deltagelse, og det også allerede i den nuværende traktatsituation."
