Danish,English
"Rør, svejsede, med cirkulært tværsnit, af jern og stål, med udvendig diameter på <= 168,3 mm, forzinkede (undtagen rør af den art der anvendes til olie- og gasledninger eller ved udvinding af olie og gas, samt præcisionsrør og gevindrør)","Other tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel, of an external diameter of <= 168,3 mm, plated or coated with zinc (excl. line pipe of a kind used for oil or gas pipelines or casing and tubingof a kind used in drilling for oil or gas)"
"Af de 2.500 ligninger er ca. 90 estimerede adfærdsligninger, mens resten er identiteter eller tekniske relationer, der fx bestemmer skatte- og afgiftsprovenuer til den offentlige sektor eller leverancer i modellens input-output system.","Out of the 2500 equations explaining the endogenous variables, about 90 are estimated behaveoural equations, while the rest are identities or technical relations providing for example income tax and VAT revenues for the public sector or materials for industries in the input-output system of the model."
"Brugerne af de offentlige ydelser har indflydelse på udbytte og aktivitet, fx vil udbyttet af en hospitalsbehandling blive påvirket af både sundhedspersonalet gennem konsultationer, medicin osv. og ikke mindst af den enkelte bruger selv gennem livsstil mv.","Outcome and activity are influenced by the recipients of the public services, for instance the result of a treatment at hospital is influenced both by the health care authorities through consultations, drugs etc. and, also, by the individual, e.g. through lifestyle etc."
"Samlet viser regnskaberne for fysiske strømme, hvordan den danske økonomi bliver forsynet med energi, vand og materialer gennem produktion og import, hvordan de bruges i erhvervene og husholdningerne og de resulterende udslip af fx drivhusgasser, udledning af spildevand samt generering af affald.","Overall, the physical flow accounts show how the Danish economy is supplied with energy, water and materials through production and import; how they are used in industries and households and the resulting emissions such as greenhouse gases, discharge of waste water and generation of waste."
"Præparater til modvirkning af oxydation, korrosion eller harpiksdannelse, viskositetsforhøjende præparater og andre tilberedte additiver til mineralolier, herunder benzin, eller til andre væsker, som anvendes til samme formål som mineralolier (undtagen præparater til modvirkning af bankning samt additiver til smøreolier)","Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives for mineral oils, incl. gasoline, or for other liquids used for the same purposes as mineral oils (excl. anti-knock preparations and oil lubricant additives)"
"Antal pa Fodtøj med ydersål og overdel af læder, med forblad af remme eller med en eller flere udskæringer, med samlet højde af hæl og sål på <= 3 cm og med længste indvendige mål < 24 cm (undtagen med overdel af remme af læder, der går over vristen og omkring storetåen og undtagen legetøjsfodtøj)","p Footwear with outer soles and uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm, with in-soles of < 24 cm in length (excl. with uppers which consist of leather straps across the instep and around the big toe, and toy footwear)"
"Antal pa Fodtøj, som ikke dækker anklen, med ydersål og overdel af læder, med længste indvendige mål < 24 cm (undtagen med indbygget beskyttelseståkappe af metal og undtagen fodtøj med en hovedsål af træ, uden bindsål, samt fodtøj med forblad eller overdel af remme, hjemmefodtøj, sportsfodtøj, ortopædisk fodtøj og legetøjsfodtøj)","p Footwear with outer soles and uppers of leather, with in-soles of < 24 cm in length (excl. covering the ankle, incorporating a protective metal toecap, made on a base or platform of wood, without in-soles, with a vamp or upper made of straps, indoor footwear, sports footwear, orthopaedic footwear, and toy footwear)"
"Antal pa Fodtøj, som dækker anklen og læggen, med ydersål af gummi, plast eller kunstlæder og overdel af læder, med længste indvendige mål < 24 cm (undtagen med indbygget beskyttelseståkappe af metal og undtagen sportsfodtøj, ortopædisk fodtøj og legetøjsfodtøj)","p Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle and calf, with in-soles of < 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)"
"Antal pa Fodtøj, som dækker anklen, men ikke nogen del af læggen, med ydersål af gummi, plast eller kunstlæder og overdel af læder, med længste indvendige mål < 24 cm (undtagen med indbygget beskyttelseståkappe af metal og undtagen sportsfodtøj, ortopædisk fodtøj og legetøjsfodtøj)","p Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle but not the calf, with in-soles of < 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)"
"Antal pa Fodtøj med ydersål af gummi, plast eller kunstlæder og overdel af læder, med forblad af remme eller med en eller flere udskæringer, med samlet højde af hæl og sål på <= 3 cm og med længste indvendige mål < 24 cm (undtagen legetøjsfodtøj)","p Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm, with in-soles of < 24 cm in length (excl. toy footwear)"
"Antal pa Fodtøj, som ikke dækker anklen, med ydersål af gummi, plast eller kunstlæder og overdel af læder, med længste indvendige mål < 24 cm (undtagen med indbygget beskyttelseståkappe af metal og undtagen fodtøj med en hovedsål af træ, uden bindsål, samt fodtøj med forblad af remme eller med en eller flere udskæringer, hjemmefodtøj, sportsfodtøj, ortopædisk fodtøj og legetøjsfodtøj)","p Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, with in-soles of < 24 cm in length (excl. covering the ankle, incorporating a protective metal toecap, made on a base or platform of wood, without in-soles, with a vamp made of straps or which has one or several pieces cut out, indoor footwear, sports footwear, orthopaedic footwear and toy footwear)"
"Antal pa Fodtøj med ydersål af træ, kork, sejlgarn eller reb, pap, pelsskind, tekstilmaterialer, filt, fiberdug, linoleum, rafiabast, strå, luffa og lignende og overdel af andre materialer end læder eller kunstlæder eller tekstilmaterialer (undtagen ortopædisk fodtøj og legetøjsfodtøj)","p Footwear with outer soles of wood, cork, twine, paperboard, furskin, woven fabrics, felt, nonwovens, linoleum, raffia, straw, loofah, etc. and uppers of materials other than leather, composition leather or textile materials (excl. orthopaedic footwear and toy footwear)"
"Antal pa Fodtøj med ydersål af gummi eller plast og overdel af plast, med forblad af remme eller med en eller flere udskæringer, med samlet højde af hæl og sål på <= 3 cm (undtagen fodtøj henhørende under pos.","p Footwear with uppers of plastic and outer soles of rubber or plastics, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm (excl. with upper straps or thongs assembled to the sole by means of plugs)"
"Antal pa Strømper, knæstrømper, sokker og lignende varer, herunder støttestrømper og fodtøj uden påsyede såler, af trikotage af bomuld (undtagen graduerede kompressionstrømper, strømpebenklæder, varer til spædbørn samt strømper og knæstrømper til kvinder, af finhed pr. enkeltgarn på < 67 decitex samt varer til spædbørn)","p Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of cotton, knitted or crocheted (excl. graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)"
"Antal pa Strømper, knæstrømper, sokker og lignende varer, herunder støttestrømper og fodtøj uden påsyede såler, af trikotage af tekstilmaterialer (undtagen af uld eller fine dyrehår, bomuld eller syntetiske fibre, graduerede kompressionsstrømper og undtagen strømpebenklæder, varer til spædbørn samt strømper og knæstrømper til kvinder, af finhed pr. enkeltgarn på < 67 decitex)","p Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)"
"Antal pa Strømper, knæstrømper, sokker og lignende varer, herunder støttestrømper, og fodtøj uden påsyede såler, af trikotage af uld eller fine dyrehår (undtagen graduerede kompressionsstrømper, strømpebenklæder, varer til spædbørn samt strømper og knæstrømper til kvinder, af finhed pr. enkeltgarn på < 67 decitex og varer til spædbørn)","p Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of wool or fine animal hair, knitted or crocheted (excl. graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)"
"Antal pa Strømper, sokker og lignende varer, af trikotage af syntetiske fibre (undtagen graduerede kompressionsstrømper, damestrømper, strømpebenklæder, knæstrømper og støttestrømper samt varer til spædbørn)","p Full-length stockings, socks and other hosiery, incl. footwear without applied soles, of synthetic fibres, knitted or crocheted (excl. graduated compression hosiery, women's pantyhose and tights, full-length or knee-length stockings, and hosiery for babies)"
"Antal pa Vandtæt fodtøj, som hverken dækker knæet eller anklen, med ydersål og overdel af gummi eller plast, hvor overdelen ikke er fastgjort til sålen ved syning, nitning, sømning, skruning, stiftning eller lignende og ikke er sammensat ved en af disse metoder (undtagen fodtøj som dækker anklen, men ikke knæet, fodtøj med indbygget beskyttelseståkappe af metal og undtagen ortopædisk fodtøj samt legetøjsfodtøj)","p Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. covering the ankle but not the knee, footwear incorporating a protective metal toecap, orthopaedic footwear, skating boots with ice or roller skates attached and sports and toy footwear)"
"Antal pa Vandtæt fodtøj med ydersål af gummi eller plast, hvor overdelen ikke er fastgjort til sålen ved syning, nitning, sømning, skruning, stiftning eller lignende, med indbygget beskyttelseståkappe af metal (undtagen ortopædisk fodtøj og legetøjsfodtøj samt støvler med påsatte skøjter)","p Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. skating boots with ice or roller skates attached, shin-guards and similar protective sportswear)"
"Antal pa Vandtæt fodtøj, som kun dækker anklen, med ydersål af gummi eller plast og overdel af plast, hvor overdelen ikke er fastgjort til sålen ved syning, nitning, sømning, skruning, stiftning eller lignende og ikke er sammensat ved en af disse metoder (undtagen med indbygget beskyttelseståkappe af metal og undtagen ortopædisk fodtøj, støvler med påsatte skøjter samt legetøjsfodtøj)","p Waterproof footwear with uppers of plastic and outer soles of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes, covering only the ankle (excl. footwear incorporating a protective metal toecap, orthopaedic footwear, sports footwear, footwear with fixed attachments for skiing or skating, and toy footwear)"
"Antal pa Vandtæt fodtøj, som kun dækker anklen, med ydersål af gummi eller plast og overdel af gummi, hvor overdelen ikke er fastgjort til sålen ved syning, nitning, sømning, skruning, stiftning eller lignende og ikke er sammensat ved en af disse metoder (undtagen med indbygget beskyttelseståkappe af metal og undtagen ortopædisk fodtøj, støvler med påsatte skøjter samt legetøjsfodtøj)","p Waterproof footwear with uppers of rubber and outer soles of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes, covering only the ankle (excl. footwear incorporating a protective metal toecap, orthopaedic footwear, footwear with fixed attachments for skiing or skating, and toy footwear)"
"= 50 vægtprocent, fremstillet ved kemisk syntese, i ubearbejdet form"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Hydrogeneret copolymer af vinyltoluen og alpha-methylstyren og copolymer af p-kresol og divinylbenzen, i form af opløsning i N,N-dimethylacetamid, med indhold af polymer på >= 50 vægtprocent, fremstillet ved kemisk syntese, i ubearbejdet form","p-cresol and divinylbenzene, in the form of a solution in N,N-dimethylacetamide containing by weight 50 % or more of polymer, produced by chemical synthesis, in primary forms"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Hydrogenated copolymers of vinyltoluene and alfa-methylstyrene, and copolymer of p-cresol and divinylbenzene, in the form of a solution in N,N-dimethylacetamide containing by weight 50 % or more of polymer, produced by chemical synthesis, in primary forms"
"Antal stk Apparater med mikroprocessorer, som via indbygget modem giver adgang til internettet, og som har en funktion af interaktiv informationsudveksling, som kan modtage tv-signaler (set-top bokse med kommunikationsfunktion, ekskl. Videotunere)","p/s Apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (set-top boxes with a communication function, excl. video tuners)"
"Antal stk Bøjemaskiner, bukkemaskiner, kantbukkemaskiner og rettemaskiner, herunder pressere, ikke hydrauliske, ikke numerisk styrede, til bearbejdning af metal (undtagen af den art der anvendes ved fremstilling af halvlederkomponenter og undtagen til bearbejdning af plane produkter)","p/s Bending, folding, straightening or flattening machines, incl. presses, not hydraulic, not numerically controlled, for working metal (excl. for working flat products and machines for the manufacture of semiconductor devices or of electronic integrated circuits)"
"Antal stk Flasker, flakoner, tabletglas og andre beholdere af glas, af den art der anvendes til transport af eller som emballage for pharmaceutiske produkter, med nominelt rumindhold <= 0,055 liter (undtagen ampuller, beholdere fremstillet af glasrør samt beholdere med vakuumisolering)","p/s Bottles, flasks, phials and other containers, of glass, of a kind used for the commercial conveyance or packing of pharmaceutical products, of a nominal capacity of <= 0,055 l (excl. ampoules, containers made from tubing, glass inners for containers, with vacuum insulation)"
"Antal stk Balloner, flasker, flakoner, krukker og andre beholdere af farvet glas, af den art der anvendes til transport eller som emballage, med nominelt rumindhold < 2,5 liter (undtagen til næringsmidler, drikkevarer og pharmaceutiske produkter og undtagen ampuller, beholdere med vakuumisolering, beholdere fremstillet af glasrør, rafraichisseurer samt flasker og kolber og lignende til rafraichisseurer)","p/s Carboys, bottles, flasks, jars, pots, phials and other containers, of coloured glass, of a kind used for the commercial conveyance or packing of goods, of a nominal capacity of < 2,5 l (excl. containers for foodstuffs, beverages or pharmaceutical products, ampoules, containers made from tubing, glass inners for containers, with vacuum insulation, perfume atomizers, flasks, bottles etc. for atomizers)"
"Antal stk Balloner, flasker, flakoner, krukker og andre beholdere af ikke-farvet glas, af den art der anvendes til transport eller som emballage, med nominelt rumindhold < 2,5 liter (undtagen til næringsmidler, drikkevarer og pharmaceutiske produkter og undtagen ampuller, beholdere med vakuumisolering, beholdere fremstillet af glasrør, rafraichisseurer samt flasker og kolber og lignende til rafraichisseurer)","p/s Carboys, bottles, flasks, jars, pots, phials and other containers, of colourless glass, of a kind used for the commercial conveyance or packing of goods, of a nominal capacity of < 2,5 l (excl. containers for foodstuffs, beverages or pharmaceutical products, ampoules, containers made from tubing, glass inners for containers, with vacuum insulation, perfume atomizers, flasks, bottles etc. for atomizers)"
"Antal stk Radiofonimodtagere, som ikke kan fungere uden ydre energikilde, af den art der anvendes i motorkoretøjer, og som kan modtage og afkode digitale Radio Data System-signaler, herunder apparater der også kan modtage radiotelefoni eller radiotelegrafi, sammenbygget med lydoptagere eller lydgengivere, af kassettetypen, med analogt og digitalt læsesystem","p/s Cassette-radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating an analogue and digital reading system"
"Antal stk Radiofonimodtagere, som ikke kan fungere uden ydre energikilde, af den art der anvendes i motorkoretøjer, herunder apparater der også kan modtage radiotelefoni eller radiotelegrafi, sammenbygget med lydoptagere eller lydgengivere, af kassettetypen, med analogt og digitalt læsesystem (undtagen apparater som kan modtage og afkode digitale Radio Data System-signaler)","p/s Cassette-radio-broadcast receivers of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating an analogue and digital reading system (excl. those capable of receiving and decoding digital Radio Data System signals)"
"Antal stk Katodestrålerør (undtagen katodestrålerør til fjernsynsmodtagere og videomonitorer, fjernsynskamerarør, billedomdanner- og billedforstærkerrør samt andre fotokatoderør og undtagen data-grafik-afbildningsrør, til farvegengivelse, med fosforskærm med en dot pitch på < 0,4 mm, og data-grafik-afbildningsrør, til sort-hvid eller anden monokrom gengivelse)","p/s Cathoderay tubes (excl. television and video-monitor cathoderay tubes, television camera tubes, image converters or intensifiers, other photo-cathode tubes, black and white or other monochrome data-graphic display tubes and colour data-graphic display tubes with a phosphor dot screen pitch of < 0,4 mm)"
"Antal stk Automatiske databehandlingsmaskiner, som mindst består af en centralenhed og en indlæse- og udlæseenhed, som kan være kombinerede, sammenbygget i et fælles kabinet (undtagen bærbare maskiner af vægt <= 10 kg, og ydre enheder samt foreliggende som systemer)","p/s Data-processing machines, automatic, comprising in the same housing at least a central processing unit, and one input unit and one output unit, whether or not combined (excl. portable weighing <= 10 kg and excl. those presented in the form of systems and peripheral units)"
"Antal stk Døre og rammer dertil, samt dørtærskler, af tropisk træ ""okoumé, obeche, sapelli, sipo, afrikansk mahogni, makoré, iroko, tiama, mansonia, ilomba, dibétou, limba, azobé, mørkerød meranti, lyserød meranti, meranti bakau, hvid lauan, hvid meranti, hvid seraya, gul meranti, alan, keruing, ramin, kapur, teak, jongkong, merbau, jelutong, kempas, virola, mahogni ""Swietenia-arter"", imbuia, balsa, rio-palisander, para-palisander og rosenpalisander""","p/s Doors and their frames and thresholds, of okoumé, obeche, sapelli, sipo, acajou d'Afrique, makoré, iroko, tiama, mansonia, ilomba, dibétou, limba, azobé, dark red meranti, light red meranti, meranti bakau, white lauan, white meranti, white seraya, yellow meranti, alan, keruing, ramin, kapur, teak, jongkong, merbau, jelutong, kempas, virola, mahogany ""Swietenia spp."", imbuia, balsa, palissandre de Rio, palissandre de Para and palissandre de rose"
"Antal stk Døre og rammer dertil, samt dørtærskler, af træ (undtagen af tropisk træ ""okoumé, obeche, sapelli, sipo, afrikansk mahogni, makoré, iroko, tiama, mansonia, ilomba, dibétou, limba, azobé, mørkerød meranti, lyserød meranti, meranti bakau, hvid lauan, hvid meranti, hvid seraya, gul meranti, alan, keruing, ramin, kapur, teak, jongkong, merbau, jelutong, kempas, virola, mahogni ""Swietenia-arter"", imbuia, balsa, rio-palisander, para-palisander, rosenpalisander"" og nåletræ)","p/s Doors and their frames and thresholds, of wood (excl. okoumé, obeche, sapelli, sipo, acajou d'Afrique, makoré, iroko, tiama, mansonia, ilomba, dibétou, limba, azobé, dark red meranti, light red meranti, meranti bakau, white lauan, white meranti, white seraya, yellow meranti, alan, keruing, ramin, kapur, teak, jongkong, merbau, jelutong, kempas, virola, mahogany ""Swietenia spp."", imbuia, balsa, palissandre de Rio, palissandre de Para and palissandre de rose, and coniferous wood)"
"Antal stk Trucks og traktorer, elektriske, uden løftemekanisme, af den type der benyttes til transport af gods over korte afstande eller på jernbaneperroner til at trække små påhængsvogne (undtagen specielt udformet til transport af højradioaktive stoffer ""Eura tom"")","p/s Electrical vehicles, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods, incl. tractors for railways station platforms (excl. vehicles specially designed for the transport of highly radioactive materials)"
"Antal stk Apparater, elektrotermiske, til husholdningsbrug (undtagen hårbehandlingsapparater og håndtørreapparater, apparater til rum- og jordbundsopvarmning, vandvarmere, dyppevarmere, strygejern, mikrobølgeovne, ovne og komfurer, kogeapparater, grillapparater , kaffe- og temaskiner, brødristere og friturekogere)","p/s Electro-thermic appliances, for domestic use (excl. hairdressing appliances and hand dryers, space-heating and soil-heating apparatus, water heaters, immersion heaters, smoothing irons, microwave ovens, ovens, cookers, cooking plates, boiling rings, grillers, roasters, coffee makers, tea makers, toasters and deep fat fryers)"
"Antal stk Elektronrør (undtagen modtager- og forstærkerrør, mikrobølgerør, fotokatode- og katodestrålerør samt data-grafik-afbildningsrør, til farvegengivelse, med fosforskærm med en dot pitch på < 0,4 mm, og data-grafik-afbildningsrør, til sort-hvid eller anden monokrom gengivelse)","p/s Electronic valves and tubes (excl. receiver or amplifier valves and tubes, microwave tubes, photo-cathode tubes, cathode ray tubes, black and white or other monochrome data-graphic display tubes and colour data-graphic display tubes with a phosphor dot screen pitch of < 0,4 mm)"
"Antal stk Narvlæder, også spaltet, af hele huder af indiske ""kips"", uden hår, også uden hoved og ben, i tør tilstand ""crust-læder"", med areal pr. stk. <= 2,6 m² ""28 kvadratfod"", af nettovægt <= 4,5 kg pr. stk., vegetabilsk garvet, også videre behandlet, men ikke umiddelbart anvendeligt til fremstilling af lædervarer","p/s Full grains leather, unsplit and grain splits leather of East India kip, without hair on, whole, whether or not the heads and legs have been removed, in the dry state ""crust"", with a surface area of <= 2,6 m² ""28 square feet"" and each weighing <= 4,5 kg, not further prepared than vegetable tanned, whether or not having undergone certain treatments, but obviously unsuitable for immediate use for the manufacture of leather articles"
"Antal stk Skind af antiloper, rådyr, elsdyr, elefanter og andre dyr, herunder havdyr, uden hår, og skind af hårløse dyr, i tør tilstand ""crust""-skind, også spaltede (undtagen beredte og undtagen kun forgarvede samt skind af hornkvæg, dyr af hestefamilien, får og lam, geder og gedekid, svin og reptiler)","p/s Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, without wool or hair on, and leather of hairless animals, in the dry state ""crust"", whether or not split (excl. further prepared and of bovine and equine animals, sheep and lambs, goats and kids, swine and reptiles, and pre-tanned only)"
"Antal stk Læder af indiske ""kips"", uden hår, også uden hoved og ben, i tør tilstand ""crust-læder"", med areal pr. stk. <= 2,6 m² ""28 kvadratfod"", af nettovægt <= 4,5 kg pr. stk., vegetabilsk garvet, også videre behandlet, men ikke umiddelbart anvendeligt til fremstilling af lædervarer (undtagen narvlæder)","p/s Hides and skins of East India kip, without hair on, whole, whether or not the heads and legs have been removed, in the dry state ""crust"", with a surface area of <= 2,6 m² ""28 square feet"" and each weighing <= 4,5 kg, not further prepared than vegetable tanned, whether or not having undergone certain treatments, but obviously unsuitable for immediate use for the manufacture of leather articles (excl. full grains, unsplit and grain splits)"
"Antal stk Fyrskibe, havnesprøjter, flydekraner og andre fartøjer, hvis hovedfunktion er en anden end selve sejladsen, samt flydedokke (undtagen søgående fartøjer, opmudringsfartøjer, bore- og produktionsplatforme, flydende eller til nedsænkning, samt fiske- og fangstfartøjer og krigsskibe)","p/s Light vessels, fire-floats, floating cranes and other vessels, the navigability of which is subsidiary to their main function (excl. seagoing vessels, dredgers, floating or submersible drilling or production platforms; fishing vessels and warships)"
"Antal stk Værktøjsmaskiner, ikke-spåntagende, til bearbejdning af metal, sintrede metalkarbider eller cermets (undtagen smede-, bøje-, bukke-, kantbukke-, rette-, klippe-, lokke-, stanse- og udhuggemaskiner, pressere, trækkebænke, gevindvalsemaskiner, maskiner til bearbejdning af metaltråd samt håndværktøj)","p/s Machine tools for working metal, sintered metal carbides or cermets, without removing metal (excl. forging, bending, folding, straightening and flattening presses, shearing machines, punching or notching machines, presses, draw-benches, thread rolling machines, machines for working metal wire and machines for working in the hand)"
"Antal stk Maskiner og apparater til formning af varer af gummi og plast (undtagen indkapslingsudstyr til samling af halvlederkomponenter, sprøjtestøbemaskiner, ekstrudere, maskiner og apparater til formblæsning, til vakuumstøbning og anden termoformning, maskiner og apparater til formpresning eller regummiering af dæk eller til formning af slanger samt andre pressere)","p/s Machinery for moulding or otherwise forming products from rubber or plastics (excl. injection-moulding machines, extruders, blow-moulding machines, vacuum-moulding and other thermoforming machines; machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes; other presses; machines for the manufacture of semiconductor devices or of electronic integrated circuits))"
"Antal stk Værktøjsmaskiner til bearbejdning af træ, kork, ben, hårdgummi, hård plast og lignende hårde materialer, og som kan udføre forskellige arbejdsfunktioner uden værktøjsskift, med automatisk ilægning af emnet mellem hver funktion","p/s Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, which can carry out different types of machining operations without tool change between such operations, with automatic transfer of workpiece between each operation"
"Antal stk Værktøjsmaskiner til bearbejdning af træ, kork, ben, hårdgummi, hård plast og lignende hårde materialer, og som kan udføre forskellige arbejdsfunktioner uden værktøjsskift, med manuel ilægning af emnet mellem hver funktion","p/s Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, which can carry out different types of machining operations without tool change between such operations, with manual transfer of workpiece between each operation"
"Antal stk Apparater til optagelse og gengivelse af video, også med indbygget videotuner, til magnetbånd undtagen til magnetbånd med en bredde på <= 1,3 cm og med en båndhastighed på <= 50 mm/s)","p/s Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. video camera recorders and those using magnetic tape of a width of <= 1,3 cm and allowing recording or reproduction at a tape speed of <= 50 mm/s)"
"Antal stk Fotografiske film, lysfølsomme, i ruller, ikke eksponerede, med perforeringer, til monokrom fotografering, bredde <= 35 mm, længde <= 30 m (undtagen af ??papir, pap og tekstilstof, X-ray film, instant rullefilm, mikrofilm og film til grafisk brug)","p/s Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, width <= 35 mm, length <= 30 m (excl. of paper, paperboard and textiles; X-ray film, instant print roll film, microfilm and film for the graphic arts)"
"Antal stk Radiofonimodtagere, som ikke kan fungere uden ekstern energikilde sammenbygget med lydoptagere eller lydgengivere (undtagen med laserbaseret læsesystem og kassettetypen med analogt og digitalt læsessystem og varer af den art der anvendes i motorkøretøjer)","p/s Radio receivers, only mains-operated, without built-in loudspeakers, combined with sound recording or reproducing apparatus (excl. with laser reading system, cassette decks with an analogue and digital reading system and equipment of a kind used in motor vehicles)"
"Antal stk Radiofonimodtagere, som kan fungere uden ydre energikilde, herunder apparater, der også kan modtage radiotelefoni eller radiotelegrafi, kombineret med lydoptagere eller lydgengivere (undtagen med laserbaseret læsesystem og undtagen af kassettetypen, med analogt og digitalt læsesystem, samt kassetteradioer i lommeformat)","p/s Radio-broadcast receivers capable of operating without an external source of power, combined with sound recording or reproducing apparatus (excl. pocket-size radiocassette players, with laser reading system and cassette decks with an analogue and digital reading system)"
"Antal stk Radiofonimodtagere, som ikke kan fungere uden ydre energikilde, af den art der anvendes i motorkoretøjer, og som kan modtage og afkode digitale Radio Data System-signaler, herunder apparater der også kan modtage radiotelefoni eller radiotelegrafi, sammenbygget med lydoptagere eller lydgengivere (undtagen med laser-læsesystem og undtagen af kassettetypen, med analogt og digitalt læsesystem)","p/s Radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus (excl. those with sound-reproducing apparatus or a laser reading system and cassette decks with an analogue and digital reading system)"
"Antal stk Radiofonimodtagere, som ikke kan fungere uden ydre energikilde, af den art der anvendes i motorkoretøjer, og som kan modtage og afkode digitale Radio Data System-signaler, herunder apparater der også kan modtage radiotelefoni eller radiotelegrafi, sammenbygget med lydoptagere eller lydgengivere, med laser-læsesystem","p/s Radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating a laser reading system"
"Antal stk Radiofonimodtagere, som ikke kan fungere uden ydre energikilde, af den art der anvendes i motorkoretøjer, herunder apparater der også kan modtage radiotelefoni eller radiotelegrafi, sammenbygget med lydoptagere eller lydgengivere (undtagen med laserbaseret læsesystem og undtagen af kassettetypen, med analogt og digitalt læsesystem, samt apparater som kan modtage og afkode digitale Radio Data System-signaler)","p/s Radio-broadcast receivers of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus (excl. sound-reproducing apparatus incorporating a laser reading system, those capable of receiving and decoding digital Radio Data System signals and cassette decks with an analogue and digital reading system)"
"Antal stk Radiofonimodtagere, som ikke kan fungere uden ydre energikilde, af den art der anvendes i motorkoretøjer, herunder apparater der også kan modtage radiotelefoni eller radiotelegrafi, sammenbygget med lydoptagere eller lydgengivere, med laserbaseret læsesystem (undtagen apparater som kan modtage og afkode digitale Radio Data System-signaler)","p/s Radio-broadcast receivers of a type used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating a laser reading system (excl. those capable of receiving and decoding digital Radio Data System signals)"
"Antal stk Personvogne til jernbaner og sporveje, ikke selvkørende; bagagevogne, postvogne og andre specialvogne til jernbaner og sporveje, ikke selvkørende (undtagen arbejds- eller servicevogne samt godsvogne)","p/s Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose railway or tramway coaches (excl. self-propelled railway or tramway coaches, vans and trucks, railway or tramway maintenance or service vehicles and goods vans and wagons)"
