Danish,English
Arbejdet udførtes med kritisk gensidig kontrol og dokumenteredes løbende med fotos og video.,Various data relating to the initial reconstruction of the boat was entered into a computer for processing.
"Forskellige løsninger herfor blev overvejet: indfældning af originalstykkerne i et nybygget bådskrog af træ eller glasfiber, udstilling af en kopi af båden med de bevarede partier indfarvet, eller montering af de bevarede partier på et åbent stel af metalprofiler, der markerede bådens linier.","Various possible models were considered for the remounting: the fitting of the original parts into a newly built boat hull made of wood or fibre glass, the exhibition of a copy of the boat with the surviving parts in a different colour, or the mounting of the surviving parts on an open frame of metal tubes that indicated the lines of the boat."
CVR (moms) nummer: 27 85 35 28,VAT number: 27 85 35 28
Vektorer kan uden videre lægges sammen.,Vectors can be directly added on to one another.
"Grøntsager, frugt og bær","Vegetables, fuits and berries"
"Vejdirektoratet anlægger den nye Storstrømsbro, der bliver Danmarks 3. største bro.","Vejdirektoratet are responsible for the construction of the new Storstrøm Bridge, which will be Denmark's 3rd largest bridge."
"Hvad de færreste sikkert ved er, at Christian X kunne sejle isbåd.",Very few people realise that King Christian X could sail ice boats.
De særlige dygtige kunne sejle vinterens produktion til markedet og sælge dem eller måske bytte sig til andre goder.,Very skilled craft workers could sail their winter’s production to the market and sell or trade them for other goods.
Skibene fra vikingetiden var andet end store klinkbyggede fartøjer med smukke profilerede stævne.,Vessels from the Viking Age were more than just large clinker-built ships with their distinctive stems.
"Gennem i alt fem løft med kolosale kraner og kæmpe lastbiler, blev skibet løftet ud af Collins Barracks kæmpe gård, hen over den elektriske jernbane og en stor mindepark og kørt hele vejen gennem Dublins gader for endelig at blive lagt stille og roligt tilbage i Liffey.","Via a total of five lifts from enormous cranes and giant trucks, the ship was hoisted out of Collins Barracks' huge yard, over the electric railway and a large memorial, and driven all the way through Dublin's streets to be put quietly and without fuss back in the Liffey."
"I 2007 fik Vikingeskibsmuseet via diverse fonde, sponsorater og offentligt støtte, skabt økonomisk mulighed for at Havhingsten kunne tage turen til Dublin.","Via foundations, sponsors and public funds, the Viking Ship Museum received the financial means allowing us to make the voyage to Dublin in 2007."
"Der var tydeligvis noget galt med konstruktionen, og i mange år efter forliset, blev det blandt andet diskuteret, om det udgravede skib nogensinde havde kunnet sejle, eller om det eventuelt var bygget som et symbol, for at give de afdøde en transportmulighed til Valhal.","Vibeke Bischoff from the Viking Ship Museum is an experienced ship-reconstructor, and from the first time she examined the old Oseberg Ship, which stands on display at the Viking Ship Museum at Bygdøy, Oslo, she noticed that there were several serious flaws in the way the ship had been reconstructed and set up for exhibition."
"Vibeke Bischoff har været skibskonstruktør på Vikingeskibsmuseet siden 2003, og har stor erfaring med fortolkning og rekonstruktion af arkæologiske skibsfund.",Vibeke Bischoff has been a ship-reconstructor at the Viking Ship Museum since 2003 and has great experience with interpreting and reconstructing archaeological ship-finds.
Vibeke Bischoff sejler selv med som skipper og deltager i sejladserne sammen med besætningsmedlemmerne fra SNOS og enkelte andre skibskyndige fra Vikingeskibsmuseet.,"Vibeke Bischoff is on board as skipper and will take part in the test-sailing, together with the crewmembers from SNOS and a select group of skilled sailors from the Museum."
Vibeke Bischoff er ansat ved Vikingeskibsmuseet som rekonstruktør af arkæologiske skibsfund.,Vibeke Bischoff works at the Viking Ship Museum as a restorer of archaeological ship-finds.
"Vikingeskibsmuseets skibsrekonstruktør Vibeke Bischoff tog til Oslo hvor hun, sammen med Geir Røvik fra SNOS gennemgik originalskibet og alt materialet fra udgravningen.","Vibeke Bischoff, the Viking Ship Museum's ship reconstructor, went to Oslo, where she and Geir Røvik from SNOS reviewed the original ship and all the material from the excavation."
"Vibeke Bischoff: ”På Vikingeskibsmuseet her i Roskilde er vi jo optaget af at finde ud af, hvordan disse skibe har sejlet.","Vibeke Bischoff: “At the Viking Ship Museum here in Roskilde here, we are very interested in learning about how these ships sailed."
Video podcasts fra togtet,Video podcasts from the voyage
Film: Hør museumsinspektør Mikkel Haugstrup Thomsen fortælle om skibsfundet:,Video: Curator Mikkel Haugstrup Thomsen tells about the ship:
Her set agten fra.,View from the aft.
Vikingetidens både var altså andet end de berømte klinkbyggede langskibe.,"Viking Age boats were not all like the famous, clinker built longships."
Vikingetidens langskibe,Viking Age longships
Den stærke skal -skibets skrog,Viking Age ships were both light and strong.
Vikingetidens skibe var lette og stærke.,Viking Age ships were both light and strong.
"Vikingetidens træværktøj og træteknologi havde mange lighedspunkter med den tidlige industrielle tidsalders, men også afgørende forskelle.","Viking Age wood-working tools and wood technology have much in common with that of early industrial times, but there are also decisive differences."
Udspændte både fra vikingetid og jernalder,Viking and Iron Age expanded boats
Udspændte både fra vikingetid og jernalder - Ny bog fra Vikingeskibsmuseet,Viking and Iron Age expanded boats - New book out now
Udspændte både fra vikingetid og jernalder udgives med støtte fra: Dronning Margrethe II's Arkæologiske Fond & Letterstedtska Föreningen.,Viking and Iron Age expanded boats has been generously sponsored by Dronning Margrethe II’s Arkæologiske Fond and Letterstedtska Föreningen.
Vikingerne angriber,Viking attacks
Vikingernes bue og pil,Viking bows and arrows
"De mønter, man finder fra vikingetiden har forskellige motiver på hver side.",Viking coins have different motifs on either side.
Vikingernes håndværk,Viking Craftwork
Vikingfestival i hjertet af Dublin,Viking Festival in the heart of Dublin
Vikingelege,Viking Games
Vikingelege og aktiviteter på plænen foran Vikingeskibshallen,Viking Games and activities on the grass in front of the Viking Ship Hall
Gravgaver fra vikingetiden.,Viking grave goods.
I gravfund fra vikingetiden finder man ofte spillebrikker og terninger.,Viking graves are often found to contain gaming pieces and dice.
Vikingegrave i Dublin,Viking Graves in Dublin
Vikingernes Hygiejne,Viking hygiene
Viking i redningsdragt,Viking in rescue suit
Vikingernes indflydelse på York,Viking influence on York
Viking Life-Saving Equipment er sponsor for sikkerhedsudstyr til Havhingsten fra Glendalough,"Viking Life-Saving Equipment, official sponsor of life-saving equipment for the Sea Stallion from Glendalough"
Vikingeskib afsted på fredeligt kulturtogt til Kina,Viking ship departs on a peaceful cultural voyage to China
"Vikingeskibsmuseets heldagskurser ""Lær at sejle vikingeskib"", der forgår i vikingeskibet Roar Ege, fortsætter med at være en rigtig publikumssucces.","Viking Ship Museum all-day courses 'Learn to sail Viking ship', in the Viking ship Roar Ege, continues to be a great success."
Vikingeskibsmuseet:,Viking Ship Museum in Roskilde:
Vi beregner os porto ved ombytning.,Viking Ship Museum Webshop
Vikingeskibsmuseet: Vi er tvunget til at forære Havhingsten bort,Viking Ship Museum: We are forced to give Sea Stallion away
Vikingeskibsmuseets Bådelaug,Viking Ship Museum’s Boat Guild
"""Toke"" Armbånd i rokkeskind",Viking Ship Pendant in Gold
Manchetknapper i sølv,Viking Ship Pendant in Gold
Vikingeskibe på togt 2016,Viking ship summer voyages 2016
Vikingeskibe på Fjorden,Viking ships on the Fjord
Vikingeskibe på togt,Viking ships on voyages
Vikingetidens skjalde- og heltedigte kan være svære at forstå og datere.,Viking skaldic (bardic) and heroic poems can be hard to understand and to date.
Vikingernes værksted for børn,Viking Workshops for children
Vikingernes værksteder for børn,Viking workshops for children
Vikingetidens maritime netværk og byer er en af arkæologiens store opdagelser.,Viking-Age maritime networks and the towns they encompassed are one of archaeology's great discoveries.
Vikingetidens maritime netværk og byer er en af arkæologiens store opdagelser.,Viking-Age maritime networks and the towns they encompassed are one of archaeology’s great discoveries.
"Herunder kan du læse om hvad skjaldekvadene fortæller os om vikingeskibenes konstruktion, sejlads og besætning.",Viking-Age scaldic verses are poems that were composed to be recited at the royal courts in Scandinavia.
"Vikingetidens skjaldekvad er digte, der er komponeret til at blive fremsagt ved vikingetidens skandinaviske hoffer.",Viking-Age scaldic verses are poems that were composed to be recited at the royal courts in Scandinavia.
Vikinger i krig,Viking-Age War Fleets
"Bogen er udgivet med støtte fra Dronning Margrethes og Prins Henriks Fond, Nordea-fonden, Konsul George Jorck og hustru Emma Jorck's Fond, Knud Højgaards Fond og Velux Fonden.","Viking-Age War Fleets has been generously sponsored by Dronning Margrethes og Prins Henriks Fond, Frimodt-Heineke Fonden, Konsul George Jorck og Hustru Emma Jorck's Fond and Landsdommer V. Gieses Legat."
"Bogen er udgivet med støtte fra Dronning Margrethes og Prins Henriks Fond, Frimodt-Heineke Fonden, Konsul George Jorck og Hustru Emma Jorck’s Fond og Landsdommer V. Gieses Legat.","Viking-Age War Fleets has been generously sponsored by Dronning Margrethes og Prins Henriks Fond, Frimodt-Heineke Fonden, Konsul George Jorck og Hustru Emma Jorck’s Fond and Landsdommer V. Gieses Legat."
"Bogen udgives med støtte fra: Dronning Margrethes og Prins Henriks Fond, Frimodt-Heineke Fonden, Konsul George Jorck og Hustru Emma Jorck’s Fond og Landsdommer V. Gieses Legat.","Viking-Age War Fleets has been generously sponsored by Dronning Margrethes og Prins Henriks Fond, Frimodt-Heineke Fonden, Konsul George Jorck og Hustru Emma Jorck’s Fond and Landsdommer V. Gieses Legat."
"Runes, a handbook",Vikinger i krig
Som syet til jorden,Vikinger i vest
"Vikingeskibshallen lå for sig selv, omgivet af vand på alle sider.","Vikingeskibshallen was now isolated, surrounded by water on all sides."
"Vikingeskibshallen lå nu isoleret, omgivet af vand på alle sider.","Vikingeskibshallen was now isolated, surrounded by water on all sides."
"Vikinger ankommer til Konstantinopel, vore dages Istanbul.","Vikings arrive at Constantinople, modern day Istanbul."
Vikingerne i Nordamerika 1992,Vikings in North America 1992
Vikinger på Frimærker 2004,Vikings on stamps 2004
Vikingerne kom til Irland i 800-tallet og etablerede flere befæstede baser langs den irske kyst.,Vikings settled in Ireland in AD 800 and established several fortified bases along the Irish coast.
Vikingernes værksteder for børn,Vikings’ Workshops for Children
"Vindeboder 12, 4000 Roskilde, tlf.:46 300 200","Vindeboder 12, DK- 4000 Roskilde, tlf.:46 300 200"
"Violinisterne John Sheahan og Sean Keane fra disse to grupper var også med i Roskilde, da Havhingsten blev spillet af sted for et år siden.",Violinists John Sheahan and Sean Keane from the two groups also played in Roskilde when the Sea Stallion set sail a year ago.
Virtuel bådebygning bliver til virkelighed,Virtual boatbuilding becomes a reality
Besøg Havhingsten i Berlin,Visit Havhingsten in Berlin
Besøg vores hjemmeside og se mere:,Visit our homepage and see more:
Besøg bådeværftet,Visit the boatyard
Museets håndværkere demonstrerer forskellige håndværk fra vikingetiden i deres åbne værksteder.,Visit the craftsmen in their open workshops and participate actively yourself.
Tag familien med på juletur til Vikingeskibsmuseet,Visit the Viking Ship Museum at Christmas
Forår på Vikingeskibsmuset,Visit the Viking Ship Museum in spring
Besøg Vikingeskibsmuseets bådsamling - online,Visit the Viking Ship Museum's boat collection - online
"Besøgende kan følge med på bådeværftet, de kan tale med bådebyggerne og se udstillingen om de gamle drivkvaser.",Visitors can follow the process at the boatyard; they can talk with the boat-builders and see the exhibition about the old eel drifters.
"Besøgende kan følge med på bådeværftet, de kan tale med bådebyggerne og se udstillingen om de gamle drivkvaser",Visitors can follow the process at the boatyard; they can talk with the boat-builders and see the exhibition on the old eel drifters
"Museets gæster kan også deltage i Open Source oplevelsen til dagligt, hvor rundvisninger tager dem med bag kulissen på bådeværftet.","Visitors to the Museum can also take part in the open source experience, as daily guided tours bring them behind the scenes at the boatyard."
ViSk: Vikingeskibsmuseets Bibliotek,ViSk: Library of the Viking Ship Museum
VISUNDR Nidaros 1026 Olav den Hellige mindst 30,VISUNDR Nidaros 1026 St. Olav at least 30
Bind 1-4,Volume 1-4
Bind 1: Ohthere's Voyages & bind 2: Wulfstan's Voyage,Volume 1: Ohthere's Voyages & volume 2: Wulfstan's Voyage
Bind 1: Ohthere’s Voyages & bind 2: Wulfstan’s Voyage,Volume 1: Ohthere’s Voyages & volume 2: Wulfstan’s Voyage
Bind 1: Skinboats of Greenland,Volume 1: Skinboats of Greenland
Bind 2: Viking-Age Ships and Shipbuilding in Hedeby/Haithabu and Schleswig,Volume 2: Viking-Age Ships and Shipbuilding in Hedeby/Haithabu and Schleswig
Bind 3: Archaeology and the Sea in Scandinavia and Britain,Volume 3: Archaeology and the Sea in Scandinavia and Britain
Bind 3: Ladby.,Volume 3: Ladby.
"Bind 4: The Skuldelev Ships I. Topography, Archaeology, History, Conservation and Display.","Volume 4: The Skuldelev Ships I. Topography, Archaeology, History, Conservation and Display."
Bind 4: Viking-Age War Fleets,Volume 4: Viking-Age War Fleets
Bind 5: Hjortspring.,Volume 5: Hjortspring.
"Bind I, der er den arkæologiske del, er udkommet i 2003, medens bindene II og III, der omfatter henholdsvis bygning og sejlads af og med alle de fem rekonstruerede Skuldelevskibe, ventes at udkomme indenfor en årrække.","Volume I, which is the archaeological part, was published in 2003, whereas volumes II and III, which comprise respectively the building of, and sailing with, the five Skuldelev ships, are expected to be published in a few years' time."
Vordingborg Nordhavn,Vordingborg Nord Harbour
Rejsedokumentation på Vikingeskibsmuseet,Voyage documentation at the Viking Ship Museum
Sejlads fra Islay til Isle of Man.,Voyage from Islay to Isle of Man.
"Her kan du læse mere om hvordan Vikingernes rejser påvirkede landende i Skandinavien, landende omkring Storbritannien,, samt lidt om handlen med landene øst for Danmark.","Voyages connect coasts the world over and bring together people of different ideas, beliefs and traditions."
Ventetider i havne og benhårde sejladser over åbent hav har været ingredienser til varme og varige venskaber.,Waiting time in harbours and exhausting voyages over open seas have been the ingredients for close and lasting friendships.
"Gå 50-100 skridt i den valgte retning, og tjek også retningen på solkompasset undervejs.",Walk 50-100 steps in the chosen direction and also check the direction on the sun compass underway.
Gå det samme antal skridt tilbage igen.,Walk the same number of steps back.
Vild med viden om vikingernes skibe?,Want to learn all about Viking ships?
"Krig, kamp og skarpe våben","War, battle and sharp weapons"
Krigertræning med sværd og skjold,"War, battle and sharp weapons"
Varmt tillykke og alle gode ønsker for fremtiden!,Warm congratulations and best of wishes for the future!
"ADVARSEL: Udstillingen indeholder lys, der muligvis kan fremprovokere anfald hos personer med fotosensitiv epilepsi.",WARNING: The exhibition contains light that may trigger seizures for people with photosensitive epilepsy.
Kriger og kamp,Warrior and warfare
Er irland et samlet rige?,Was Ireland a united kingdom?
Var det en besked?,Was it a message?
"Var det et folkemord, eller blev kun bestemte grupper ramt?",Was it genocide or were only certain groups targeted?
"Er det blot fordi, de var vikingernes ofre?",Was it just because they were the Vikings' victims?
Var den magisk?,Was it magical?
Har der undervejs i sejladsen været behov for ændringer eller reparationer?,Was it necessary to carry out adjustments and repairs during the voyage.
Var det kun fordi England var dansk på det tidspunkt?,Was it only because England was under Danish rule at that time?
"Var det skrogformen, var der for få personer ombord, for lidt ballast eller for stort sejl?","Was it the design of the hull; were there too few people aboard, too little ballast or too much sail?"
"Var det kølbugten eller bordindløbet, var besætningen for lille, var der for lidt ballast eller var sejlet for stort?","Was it the keel rocker, the shape of the bow, too small a crew, too little ballast, or too large a sail?"
Var der en åben passage mod vest ligesom i dag?,Was there a passage open towards the west just like today?
"På Vikingeskibsmuseets filmkanal finder du film om bådebygning, sejlads, marinarkæologi og de mange forskellige aktiviteter, der foregår på museet året rundt.",Watch film from the Viking Ship Museum and get an impression of the activities that take place here.
Se film fra søsætningen af Vi…,Watch the film from t…
Se video om Havhingsten.,Watch video about the Sea Stallion.
Vagter om bord,Watches on board
"Det vanddrevne ejektorsug bruges på vanddybder under 10 m, og det er derfor det hyppigst anvendte sug i de danske farvande.",Water dredges are ideal for water depths of less than 10 m and are therefore the type most commonly used in Danish waters.
"Vandet er pakket i store dunke under dæk, som fyldes hver gang skibet lægger til land.",Water is stowed below deck in large containers; these are filled up each time the ship docks.
Fart gennem vandet/knob,Water speed/knots
"Vand, vind og vikinger Festival 28. - 29. juli","Water, Wind og Vikings Festival 28 - 29 July"
"For at kunne sammenligne (og dermed kvalificeret foretage valget mellem) roning og krydsning for sejl, gennemføres forsøg med roning under forhold der ligner krydsforsøgenes.",Wave height and characteristics will be continually assessed on the Beaufort scale and entered in the logbook.
Vi tager byggeopgaver ind fra private og andre museet.,We accept building commissions from private clients and from other museums.
"Vi modtager følgende kort: Dankort, Visa, Visa Electron, JCB, Master Card og Maestro.","We accept the following credit cards: Dankort, Visa, Visa Electron, JCB, Master Card and Maestro."
"Vi ved allerede meget, men hver rekonstruktion giver os nye spørgsmål og svar..","We already know a great deal, but each reconstruction provides us with new questions and answers."
"Det gør vi også, så er båden altid tæt, også efter den har stået på land, vinteren over, og tørret ud.","We also chose to do this, so that the boat would always be tight, even after a winter on land where the hull had dried out."
"Vi har også et såkaldt NavTex vejrmeldingssystem, som gør det muligt at følge opbygningen af lokale vejrsystemer på ruten.","We also have a so called NavTex weather report system, which makes it possible to monitor the build up of local weather en route."
"Vi ved også, at han må have været en betydningsfuld person.",We also know that he must have been an important person.
"Forskere fra forskellige lande husker uden tvivl med stor glæde tilbage på den gæstfrihed, de oplevede under deres besøg på forskningscenteret.",We also know that many scholars from different countries look back on the hospitality experienced during their visits at Roskilde's research facilities.
"Forskere fra forskellige lande husker uden tvivl med stor glæde tilbage på den gæstfrihed, de oplevede under deres besøg på forskningscenteret.",We also know that many scholars from different countries look back on the hospitality experienced during their visits at Roskilde’s research facilities.
"Vi anbefaler også, at du som privatperson har tegnet en ansvarsforsikring.",We also recommend that you personally take out your own liability insurance.
Afstivede også skibet diagonalt ved at spigre noget af dørken fast (som i Osebergskibet).,We also stiffened the ship diagonally by fixing some of the flooring fast with spikes (as in the Oseberg ship).
"Og der zoomes ind på materialer og detaljer, der giver mulighed for at opdage det smukke i træet, lindebasten, vanddråberne på tjærede årer og spillet mellem lys og skygger i sejlet.",We also zoom in on materials and details that make it possible to discover the beauty of wood
Vi giver gerne tilbud på større eller mindre restaureringsarbejder for private eller andre museer,We are always happy to provide price quotes for large or small restoration assignments for private individuals or for museums.
Stedet er Inverie i Vestskotland og fotografen er Werner Karrasch,We are at Inverie in western Scotland and the photographer is Werner Karrasch.
"Vi får løbende en opdatering om vindstyrke, - retning og forventet afgang.",We are getting weather updates and expected departure times regularly.
"Det er med stor glæde, at vi kan præsentere sommerens store museumsoplevelser for alle med interesse i vikingernes historie, håndværk og imponerende skibe!","We are happy to be able to present this summer's great museum experiences for everyone with an interest in Viking history, craftwork and their impressive ships!"
"Vi er stolte af og dybt taknemmelige for, at Irland byder skibet, besætningen og projektet så varmt velkommen, som tilfældet er.","We are honoured and deeply grateful that Ireland welcomes the ship, the crew and the project in such a warm atmosphere."
Der bliver bestemt lagt op til en aften med det bedste Irland kan tilbyde.,We are looking forward to an evening with the best that Ireland has to offer.
"Vi bygger jo ikke en gammel drivkvase, eller en kopi af en gammel båd - men en ny båd med udgangspunkt i en gammel.","We are not building an old drifter, or even a copy of an old boat - rather, we are building a new boat which is inspired by the old."
Vasaller var frie mænd som var under kongens beskyttelse og som derfor skulle stille et antal skibe og mænd når kongen havde brug for det.,We are not told much about the ships in question and it is unlikely that they were all longships.
"Nu ligger vi i Hedeby, hvor tusindvis af gæster kommer på besøg ved og på skibet.",We are now in Haithabu where thousands of guests are visiting the ship.
Vi ligger nu i Lowestoft på 11. døgn og venter på god bør til at krydse Nordsøen i.,"We are now lying in Lowestoft for the 11th day, waiting for a good fair wind for crossing the North Sea."
"Vi er en del af et større skibstræf og vikingemarked, der slutter i dag søndag.","We are part of a big Viking ship festival and Viking market that ends today, Sunday."
Vi er klar til at følge i vikingernes kølvand.,We are ready to follow in the wake of the Vikings.
Vi sejler i Limfjorden,We are sailing on the Limfjord
Vi sejler i LimfjordenDet regnerMen hvad gør detNår hele Nordjyllands befolkning + turisterStår på...,We are sailing on the Limfjord It’s raining But what does that matter When the population of...
Vi sejler de sidste sømil med Havhingsten - for denne gang altså.,We are sailing the last nautical miles with the Sea Stallion – for the time being.
"Vi er så heldige, at en stor del af gasterne, der skal sejle Havhingsten til Dublin, har været med om bord lige siden begyndelsen,"" siger en tydeligt tilfreds skipper, Carsten Hvid.","We are so lucky that a great number of the crew which will sail Havhingsten to Dublin have been with us since right at the beginning” said a clearly chuffed skipper, Carsten Hvid."
Vi er et sted ude midt i Det Irske Hav.,We are somewhere in the Irish Sea.
"Der er tale om en større enkeltstående kulturbegivenhed, som kan opnå stor synlighed i kraft af arrangementets professionelle kvalitet.","We are talking about an exceptionally important cultural event, which can achieve considerable attention due to its professional quality."
Vi er på vej!!,We are underway !
"Vi ankom her til aften, budt velkommen af øboer og sommerferiegæster.",We arrived tonight and was welcomed by islanders and summer tourist.
"Vi glæder os til at være en del af dette og fungere som følgeskib,” slutter John Robertson.","We at Seatrek are enthusiastic being able to be part of the expedition as support vessel,” John Robertson states."
"Tilført lidt ris, øl, vin og whisky fik vi den aften konsumeret ca. 40 kg kød.","We ate about 40 kilos of meat that night, added some rice, beer, wine and whisky."
"Vi har undgået Pentland Firth mellem Skotland og Orkney, fordi tidevandet giver strøm på op til 12 knob, og vi har sejlet ved Mull ved Vestskotland, hvor tidevandet, på grund af undergrundens beskaffenhed, gav strømhvirvler, der trak Havhingsten fra side til side mellem de kraftige hvirvler.","We avoided Pentland Firth between Scotland and the Orkneys because the tide gives currents up to 12 knots, and off the isle of Mull in western Scotland, where the shape of the sea bottom makes the tide give powerful eddies, we experienced how these pulled the Sea Stallion from side to side."
Vi mener at Gokstadbåden oprindeligt var en regattabåd.,We believe that the Gokstad boat was originally a regatta boat.
Vi bygger med kopier af det oprindelige værktøj og bruger fortidens metoder og teknikker.,We build with replicas of the original tools and use the methods and techniques of early medieval boatbuilders.
"Vikingeskibsmuseet kalder det 'Open Source bådebygning', og det vil være muligt for andre bådebygningsinteresserede selv at prøve kræfter med et tilsvarende byggeprojekt.",We call it open source boatbuilding and it's also possible for others to try their hand at building their own version of the Gislinge Boat.
Vi kalder det for ens ”sove buddy”.,We call this for one’s “sleeping buddy”.
Vi kan også tilbyde større arrangementer i Vikingeskibshallen.,We can also offer bigger events in The Viking Ship Hall.
"Vi kan være behjælpelig med yderligere pressemateriale, filmklip af Havhingsten og kontakt til skibets besætning.","We can assist with additional press material, film clips of the Sea Stallion and contact with the ship's crew."
"Vi kan dele de skriftlige kilder op i flere kategorier som krøniker, sagaer og skjaldekvad.","We can divide the written sources up into several categories such as chronicles, sagas and skaldic epics."
"Vi udnytter træet langt bedre ved at save bordene ud, så får vi mange flere bordplanker, end hvis det blev kløvet.",We can get the most use out of the tree by sawing the planks - in this way we get more planks than we would have if we the tree had been cleaved.
"Vi kan nu kigge på det originale skib fra et helt andet perspektiv: Mange års samlede erfaringer med fortolkning og rekonstruktion af arkæologiske skibsfund, med al den viden og iboende forståelser det medfører.","We can now look at the original ship find from a completely different perspective: one of many years collective experience in the interpretation and reconstruction of archaeological ships, with all the insight and inherent understanding that affords."
"De kan bogstavelig talt følge med i arbejdet på værftet, mens det sker”, forklarer Tríona.","We can quite literally let them follow the work over at the boatyard, as it happens”, explains Tríona."
Strømmens styrke og retning kan vi aflæse i kort og tabeller.,We can read the strength and direction of the current in charts and tables.
"Alt det kan vi se på det originale skib, og årsagen til reparationen virker ret indlysende nu, hvor vi sejler rundt herovre i tidevandsområdet.","We can see all this on the original ship, and the reason for the repair seems quite clear now when we sail around in tidal waters."
"Vi kan tilbageholde tilbagebetalingen, indtil vi har modtaget varerne retur, eller du har fremlagt dokumentation for at have returneret varerne, alt efter hvad der er tidligst.","We can withhold the return payment until we have received the returned item again, or you have provided documentation proving that you have returned the item, whichever occurs first."
"Vi vil ikke acceptere, at den risiko bliver øget ved at tillade alkohol ombord - heller ikke i små mængder.",We cannot accept an increase of that risk by adding alcohol to the equation – not even in small amounts.
Vinden kan vi ikke bestemme over!,We cannot master the wind!
Overvejer om vi i stedet skulle ro.,We consider rowing instead.
"Det kunne vi ikke have gjort, hvis ikke træet var retvokset, så måtte den kløves ud for at følge træets fibre.",We could not have done this if the tree hadn't been straight-growing; then we would have had to cleave them in order to follow the tree's fibres.
"Vi skar de to nye planker ud med kædesav, for at spare tid og materiale.","We cut the two new planks out using a chain saw, to save both time and materials."
"Vi betegner arbejdet som ”eksperimentel arkæologi”–ikke fordi det gennemføres af arkæologer, men fordi betegnelsen indeholder et udsagn om arbejdets grundlæggende holdning og intention: Vi betragter et skibsfund som kilde til en omfattende og kompleks kulturhistorisk viden.","We define the work as ‘ experimental archaeology’ , not because it is performed by archaeologists, but because the designation contains an expression of the work's basic attitude and intention."
"Vi gjorde det på en anden måde end vi plejer, så vi kunne være flere folk til at stramme op.","We did it in a different way, than we had done before, so more people could be included in tightening the rope."
"Det troede vi ikke selv på, da vi stod i skoven i foråret og forsøgte os med det ene træ efter det andet.",We didn't really believe in it ourselves as we tried with one tree after the other out in the forest.
Vikingeskibsmuseet selv gjorde vi os ikke de store tanker om dengang.,We didn't think a lot about the Viking Ship Museum itself.
"Det troede vi ikke selv på, da vi stod i skoven i foråret og forsøgte os med det ene træ efter det andet.",We didn’t really believe in it ourselves as we tried with one tree after the other out in the forest.
"Der findes ingen kilder eller lovtekster fra Vikingetiden, som omtaler en sygepasser om bord på krigsskibene.",We do not know for certain whether the boat builder (filungar) was part of the permanent crew on the big longships of Viking times.
"Vi ved ikke i dag, i hvor stort et omfang man har brugt hudreb i skibene i forhold til fx. basttov, og hvor meget det har varieret efter geografiske forhold, skibstype, farvand, tidsperiode, ændrede ressourcer mv.","We do not know today the extent to which hide rope was used in the ships relative to, for example, bast rope and how much this has varied with geographical situation, type of ship, operational waters, period, changing resources etc."
"Vi ved ikke, hvorfor skibet er bygget på denne måde, men byggeriet og reparationerne er udført af dygtige bådebyggere.","We do not know why the ship is built this way, but the construction and repairs are carried out by skilled boatbuilders."
"Det gør vi, fordi det er så uhørt vigtigt for os at gennemføre denne enestående sejlads og den forskning, som følger i kølvandet,” siger Preben Rather Sørensen, som er Vikingeskibsmuseets leder af projektet.","We do that because it is so tremendously important to us to see this thing through - the voyage and the research following in its wake,” says Preben Rather Sørensen, who is the leader of the project for the Viking Ship Museum."
"Det gør vi, fordi det er så uhørt vigtigt for os at gennemføre denne enestående sejlads og den forskning, som følger i kølvandet,” siger Preben Rather Sørensen, som er Vikingeskibsmuseets leder af projektet.","We do that because it is so tremendously important to us to see this thing through – the voyage and the research following in its wake,” says Preben Rather Sørensen, who is the leader of the project for the Viking Ship Museum."
"Vi ved ikke, hvordan færinger byggede både i 1600-tallet.",We don’t know how the Faroe Islanders built boats in the 17th century.
Vi finder skibe – nogle gange med last.,We find ships – sometimes with cargo.
Vi får en tid hos hende.,We get an appointment.
Vi lærer hinanden at kende på godt og ondt.,We get to know each other for good and bad.
Vi havde et utroligt sammenhold i familien.,We had a great family unit.
"Vi havde lige nået hinanden - nået det punkt, hvor snakken blev mere personlig, humoren mere indspist og vi slappede fuldstændigt af i hinandens selskab.","We had just come to know each other, reached that point where we went from small talk to more personal stories, the humour was more intimate and we were completely relaxed with each other."
Vi har 90 pk á 18 skiver med til en uge.,We have 90 packages of 18 loafs for a week.
Havhingsten fra Glendalough nærmer sig målet!,We have almost reached our target!
Vi har bedt en tegner illustrere seks forskellige personer om bord på skibet.,We have asked an illustrator to draw six characters on board the ship.
Vi har været af sted i fire en halv uge.,We have been away for four and half weeks.
Vi har fået til opgave at bygge en jolle til en galease.,We have been commissioned to build a dinghy for a ketch.
"Derfor har vi fravalgt rigtig mange ting, som folk sikkert vil savne i sådan en tidskapsel.",We have been forced to omit a large number of things that people will feel should have been included in a Time Capsule like this.
Vi er blevet modtaget med åbne arme i Peel på Isle of Man.,We have been welcomed with open arms here in Peel on the Isle of Man.
"Vi har valgt at bygge rekonstruktioner så tro mod originalskibene, som muligt.",We have chosen to build reconstructions that are as close to the original ships as possible.
Vi har valgt at fremstille alle rundholterne af rødgran fra Tisvilde Hegn.,We have chosen to make all of the spars from spruce from Tisvilde Hegn.
Vi har valgt at male udvendigt med tjære blandet med kønrøg (sod fra afbrændning af organiske stoffer) og gul okker blandet med linolie.,We have chosen to paint the outside with tar mixed with carbon-black (soot from the burning of organic material) and yellow ochre mixed with linseed oil.
